index,x,y
50706,-3140,-7088
50707,-5168,-8429
50708,-8678,1277
50709,-7964,-681
50710,7851,2585
50711,4944,4458
50712,-801,-2508
50713,1301,253
50714,5864,-1737
50715,6744,4888
50716,-8869,-9623
50717,-1790,9360
50718,-9777,-2639
50719,-1998,2534
50720,8986,-8083
50721,-7245,-5683
50722,-1643,1428
50723,-8638,-3027
50724,-892,-1644
50725,-5750,-207
50726,4096,-8349
50727,-6722,-7627
50728,7041,-9778
50729,-4942,-8496
50730,-2171,-8172
50731,-605,5761
50732,-1314,7723
50733,9154,-3311
50734,-7819,1496
50735,-6447,-3251
50736,1739,-5115
50737,-5426,2188
50738,-6439,-4544
50739,718,-3299
50740,6118,-3920
50741,-6487,3294
50742,-1069,-2925
50743,-2058,-4177
50744,-1177,-8247
50745,9579,-8377
50746,-80,-2493
50747,-8408,-6080
50748,-3312,1476
50749,-7473,-727
50750,501,6122
50751,-8564,-8525
50752,-7818,2919
50753,-1477,-1654
50754,166,-1458
50755,-4947,-1001
50756,-2049,8947
50757,-5151,-5529
50758,-841,-9392
50759,-8476,7096
50760,1300,-5386
50761,-6418,-290
50762,-766,-6180
50763,-6333,-1526
50764,-5987,-1593
50765,6723,-5575
50766,-6013,-1526
50767,-9367,9335
50768,-3090,-2481
50769,4174,6169
50770,5251,-1388
50771,246,-455
50772,-2652,4469
50773,-6001,-8682
50774,-6696,779
50775,-62,-6235
50776,1652,445
50777,-6840,-7550
50778,2746,-4068
50779,-7782,-1865
50780,-5496,-7794
50781,2423,669
50782,-6518,4703
50783,-4287,-7557
50784,9451,-8114
50785,-9383,-7954
50786,-6208,7208
50787,-4108,-4481
50788,389,-9597
50789,-1852,-1867
50790,-177,-3629
50791,-5610,2063
50792,-346,5662
50793,4514,-7547
50794,-9523,-2061
50795,1074,8018
50796,-4927,-1731
50797,7452,1398
50798,-9526,-9005
50799,-2325,-9660
50800,-5630,1506
50801,-8739,-9010
50802,-3053,6385
50803,-558,4623
50804,6182,-3484
50805,3409,1522
50806,7781,6940
50807,2031,8611
50808,-189,2253
50809,1861,343
50810,9693,-9951
50811,4223,3910
50812,-1924,-5045
50813,339,-6315
50814,1697,-3591
50815,9030,-8554
50816,1922,3135
50817,-9602,-4491
50818,-1684,-9020
50819,2631,-4898
50820,-5219,7984
50821,-9699,-2489
50822,-6880,-216
50823,-4641,-1372
50824,2240,-3282
50825,917,-9679
50826,-8009,-156
50827,-4528,2211
50828,5181,-8871
50829,-3945,-6064
50830,-7579,2741
50831,1547,-4837
50832,4027,-1974
50833,-2566,3909
50834,7353,-8961
50835,-2333,-2823
50836,-9307,-5323
50837,1172,-6573
50838,6133,5279
50839,-2932,-5155
50840,-8405,-1508
50841,1573,-5161
50842,7481,3195
50843,-5762,-4841
50844,-3869,-2947
50845,-6645,-3091
50846,897,-8168
50847,4455,-7496
50848,661,8137
50849,-183,-3969
50850,-8967,895
50851,4109,-3668
50852,-9551,956
50853,450,6405
50854,-76,-9642
50855,-1585,-4332
50856,-7390,-7460
50857,-5890,7731
50858,-8005,-354
50859,-3912,1556
50860,9399,-1001
50861,-415,-1651
50862,-4978,4789
50863,-3777,6903
50864,-2960,9990
50865,-112,-8064
50866,2014,4578
50867,7422,-4482
50868,-7542,641
50869,-4365,-8696
50870,7035,-4125
50871,1722,-9303
50872,-3160,-7401
50873,5915,-2563
50874,-4545,9716
50875,-2038,-7603
50876,1278,-7584
50877,-2884,-4779
50878,-5837,-5381
50879,-6808,-4844
50880,3605,7920
50881,-4679,-572
50882,3287,-5701
50883,-6733,-5617
50884,-8818,-7446
50885,4229,-1279
50886,-9727,9694
50887,-5766,2066
50888,-313,-4611
50889,4464,154
50890,1778,-8302
50891,9717,-8252
50892,1934,1576
50893,-1816,-9524
50894,9166,-7393
50895,-6236,2397
50896,653,-2580
50897,3062,-6929
50898,5068,-4777
50899,2120,-2274
50900,-3569,-6085
50901,5293,6861
50902,-9148,-8003
50903,-7862,-9566
50904,-8462,-1859
50905,-829,9622
50906,-1072,-7775
50907,-1000,-6334
50908,-6986,-4862
50909,-9765,-9527
50910,2762,9816
50911,6074,-1020
50912,-8622,5424
50913,7911,2124
50914,60,-599
50915,5110,5962
50916,4636,-200
50917,2397,2904
50918,-6923,8778
50919,-8362,9286
50920,4664,7844
50921,-9398,-4875
50922,2938,-2252
50923,3750,-3044
50924,8816,4028
50925,8023,8673
50926,144,-6678
50927,-215,-1380
50928,-9404,-4501
50929,-6179,-8045
50930,-9490,1224
50931,6236,-2587
50932,-7300,2208
50933,-1071,4040
50934,-7398,-8562
50935,-9805,7356
50936,5302,-3053
50937,-3765,-4240
50938,-9925,-6930
50939,525,-2131
50940,2530,3608
50941,1824,5281
50942,-1275,9715
50943,9132,201
50944,-2786,-14
50945,7055,-5771
50946,-3685,-6288
50947,-3284,8105
50948,-356,1573
50949,224,4484
50950,6632,-8522
50951,1539,-8217
50952,-6334,-8602
50953,-6335,7856
50954,-3885,1154
50955,-2840,-6635
50956,8893,-6104
50957,132,6808
50958,2189,-5580
50959,-322,-1132
50960,-6048,7901
50961,1893,-4577
50962,-3330,-9746
50963,-3832,-2078
50964,-2238,-4376
50965,-9737,-2528
50966,-5426,-4950
50967,-1332,4935
50968,-6568,-382
50969,863,2203
50970,-6864,-4680
50971,672,-6177
50972,2293,-4559
50973,4920,-1903
50974,-989,5978
50975,-2130,-5771
50976,-7980,-1809
50977,-7292,7655
50978,-8644,-8230
50979,4936,6207
50980,835,-5648
50981,-2381,2728
50982,646,-7918
50983,3114,-8512
50984,-8092,-9042
50985,-4868,-7202
50986,768,-5873
50987,739,6153
50988,-9846,-8418
50989,-4780,-7059
50990,2431,-6820
50991,-2791,-1963
50992,-402,-6082
50993,-9183,-65
50994,-8390,-4247
50995,-6562,-466
50996,9324,2598
50997,5766,-9816
50998,-5964,-9245
50999,1301,-4032
51000,-9283,9024
51001,-2553,7787
51002,2017,-130
51003,-2321,1842
51004,-4143,4345
51005,1221,-1876
51006,4636,-9835
51007,1517,-7255
51008,1674,3975
51009,937,2467
51010,-5977,-8131
51011,6421,-4761
51012,-8821,1890
51013,-6387,9056
51014,5301,-1062
51015,-7469,-7372
51016,5815,-2059
51017,9377,541
51018,-7368,-7226
51019,9902,-9847
51020,-7751,-4161
51021,6899,-1035
51022,4775,645
51023,-8840,-8701
51024,555,3005
51025,-2194,-574
51026,1798,-4354
51027,7549,8073
51028,2618,-5731
51029,-7820,-9326
51030,-3422,7498
51031,3467,-975
51032,-5391,-6048
51033,6175,-6276
51034,8089,5996
51035,-6900,9429
51036,-9307,-7127
51037,-6161,7198
51038,-1512,-7452
51039,2048,-3297
51040,-8407,-2711
51041,-7755,-5640
51042,2279,-1892
51043,5786,1316
51044,-43,7614
51045,-7600,-2639
51046,597,-9648
51047,-3394,-2546
51048,-8050,-7405
51049,8077,-1585
51050,-6810,-9180
51051,2991,-3351
51052,-3360,9707
51053,-4381,-844
51054,-1035,-2132
51055,1257,-2653
51056,-5289,2088
51057,-7352,-6466
51058,-3909,-3648
51059,6854,-3293
51060,-9040,-9292
51061,2997,556
51062,-6093,2838
51063,2848,2821
51064,9673,-3406
51065,-9406,8410
51066,-5064,3656
51067,-6336,-4649
51068,-5329,259
51069,-2322,6048
51070,-3601,-9570
51071,-2530,-836
51072,-3736,-4900
51073,2128,-5784
51074,-5320,-7951
51075,9934,-9427
51076,8691,-4889
51077,-7173,-1761
51078,4966,-484
51079,-734,-9362
51080,6374,-496
51081,-5973,1692
51082,5911,6941
51083,-9958,3672
51084,-2771,6413
51085,-2888,5851
51086,2812,-9503
51087,3937,29
51088,6459,5503
51089,-737,411
51090,-7184,-4962
51091,5060,-4124
51092,-9784,-394
51093,3880,7612
51094,-7173,-1570
51095,-8107,8347
51096,9699,903
51097,1700,-3540
51098,-2458,-9833
51099,-9092,-7525
51100,-9391,2556
51101,-1389,-4449
51102,-1658,5616
51103,-6623,6698
51104,-9270,-7357
51105,-7128,6180
51106,-926,-4313
51107,-7801,2835
51108,-8129,5113
51109,-497,-5385
51110,1933,-903
51111,-8,4090
51112,9909,2038
51113,-1893,-7636
51114,-8404,-6385
51115,-744,-2820
51116,-9419,6460
51117,1179,-8160
51118,676,7046
51119,-7646,-2932
51120,9006,743
51121,-9897,-1296
51122,-9160,6045
51123,1072,3642
51124,-9809,-8888
51125,-9232,8017
51126,-9592,-2486
51127,6555,-5200
51128,-9398,-8010
51129,793,6462
51130,-796,-917
51131,-6682,-4007
51132,6765,3967
51133,-4100,7888
51134,4526,-282
51135,1368,-365
51136,6909,4911
51137,-7022,-2896
51138,-1518,-1709
51139,1345,7048
51140,-9399,-1504
51141,5246,-1789
51142,-5694,282
51143,-9224,-7945
51144,-6144,4300
51145,-3018,-4354
51146,-8749,8435
51147,-8064,-8300
51148,-9450,-5598
51149,2579,-41
51150,3540,-8456
51151,2141,7862
51152,-5402,-2424
51153,2375,-4773
51154,5672,-6026
51155,-9894,-7082
51156,1868,5154
51157,316,-4132
51158,5699,5576
51159,1669,5101
51160,-2107,-2736
51161,-598,-6705
51162,6896,9350
51163,-6132,-1642
51164,5605,7132
51165,7711,3275
51166,235,25
51167,-6470,-911
51168,7214,-9589
51169,-9746,-5013
51170,6720,-670
51171,-7124,-9851
51172,178,-6412
51173,9413,-6573
51174,-3611,-7455
51175,2489,1352
51176,-4500,6883
51177,-739,-7627
51178,-8159,-5552
51179,1716,553
51180,-1181,-8769
51181,-2883,-1743
51182,-9617,-4309
51183,8464,-9477
51184,8222,-9543
51185,-5673,-1827
51186,164,-7928
51187,-2642,7769
51188,-6129,-3182
51189,-7752,-4240
51190,-9616,-3215
51191,-2946,7168
51192,2023,-1445
51193,-8374,6329
51194,-3182,-293
51195,-6936,-3183
51196,-5289,8825
51197,859,3691
51198,7632,2767
51199,-2764,-6807
51200,1957,7191
51201,-9054,-9750
51202,-5456,2580
51203,-4435,-9123
51204,2816,2026
51205,-8412,2557
51206,-8269,-5232
51207,-3539,-9522
51208,-310,9449
51209,-6081,-5554
51210,-8236,-6462
51211,-6686,-7890
51212,-3431,-5649
51213,-6948,-2215
51214,-3161,6183
51215,-3312,-229
51216,1974,-8535
51217,222,-1518
51218,-9889,4427
51219,5422,4280
51220,-3063,-2017
51221,-7586,-3553
51222,9982,3247
51223,-9023,4739
51224,4126,-8896
51225,-3544,-5465
51226,-4804,-9106
51227,-3573,-4235
51228,8116,-3069
51229,410,-9184
51230,-4378,-6091
51231,8888,-7272
51232,8627,1239
51233,2552,6708
51234,-760,-4013
51235,3108,-4651
51236,-8965,7172
51237,-8073,-6608
51238,6263,-5207
51239,-1982,-8576
51240,-7826,6353
51241,-1801,1937
51242,-2716,8070
51243,-6104,-7541
51244,-7,3056
51245,-2311,2631
51246,573,6850
51247,-8417,8318
51248,-6409,1810
51249,-6844,-4414
51250,2349,6781
51251,8670,3288
51252,-9405,-77
51253,-9873,-9182
51254,1347,7914
51255,-8096,-6982
51256,895,5072
51257,-1836,-7795
51258,-9205,2867
51259,-137,-9920
51260,4325,-7255
51261,6052,6825
51262,-9823,-2422
51263,2909,-1728
51264,5029,-9251
51265,-1250,-7023
51266,946,2119
51267,2565,1454
51268,-4403,-9898
51269,-8362,-9193
51270,-6091,-3938
51271,-6048,7422
51272,-1457,-2
51273,4585,3399
51274,-4348,1876
51275,-6147,-1941
51276,-9945,-2274
51277,5734,7079
51278,-361,9315
51279,-2295,-3550
51280,8404,-5020
51281,-2319,-217
51282,4229,-237
51283,479,-5522
51284,-5008,-7803
51285,1951,3134
51286,-9132,-8709
51287,-965,9599
51288,-9041,7623
51289,6718,-655
51290,5763,-2242
51291,-1229,-1004
51292,4383,5034
51293,-8159,-9120
51294,-9586,-5027
51295,3936,9891
51296,8037,-1049
51297,7565,8797
51298,-3728,2648
51299,8992,-2338
51300,1055,-7422
51301,-1965,-3280
51302,2504,-3396
51303,1121,-7638
51304,-941,-5241
51305,8353,-5360
51306,1195,9020
51307,-9600,3304
51308,5406,4335
51309,-5127,-1071
51310,3053,-7931
51311,-832,-2862
51312,-8533,-445
51313,886,-9151
51314,-1898,-6920
51315,-6424,4761
51316,6041,-1800
51317,-2218,111
51318,8225,6185
51319,-7945,-8386
51320,2841,-307
51321,-4573,2230
51322,4139,-8793
51323,7373,-2990
51324,-1511,-7467
51325,-6324,161
51326,7260,5280
51327,-7981,-834
51328,-7268,-6618
51329,-5074,-1831
51330,-3855,7590
51331,4106,-3176
51332,9171,-8035
51333,8058,-6069
51334,-6972,-8444
51335,-4471,5838
51336,-7563,2750
51337,303,1351
51338,-4414,-2158
51339,-6260,-9879
51340,5561,-4890
51341,-8195,-3082
51342,-6823,-9843
51343,-9872,49
51344,62,-3633
51345,528,6910
51346,8004,-4314
51347,20,-8303
51348,1808,-4546
51349,-4302,2434
51350,-2944,2513
51351,6994,-1676
51352,-6923,-699
51353,272,-2050
51354,-4899,-8761
51355,-9719,-9283
51356,9939,-4611
51357,7780,-2790
51358,-2965,-7016
51359,-2903,2060
51360,-4516,705
51361,-3653,-6267
51362,6376,-6906
51363,4589,701
51364,-7133,-3756
51365,-9415,-9819
51366,-1567,-306
51367,-9404,4541
51368,5935,-3704
51369,-6660,-8708
51370,8300,7552
51371,-6562,-9828
51372,-7894,956
51373,-1081,-2789
51374,1111,5728
51375,-9146,9562
51376,-2683,-1639
51377,-6214,3911
51378,8137,2407
51379,573,8596
51380,3961,1603
51381,-5378,-280
51382,-4697,3211
51383,3402,5819
51384,-9204,-373
51385,-7540,-357
51386,1018,7979
51387,-9492,-8016
51388,-7706,-9920
51389,734,-596
51390,-6362,-2420
51391,-6204,-1786
51392,-6553,-9756
51393,-8258,3164
51394,6195,-7793
51395,-581,-5463
51396,5890,2196
51397,-5456,2898
51398,-4980,-7303
51399,-3630,8805
51400,9768,6347
51401,-1350,-835
51402,4193,-4347
51403,510,-5672
51404,2563,-7981
51405,-4074,-2616
51406,-5884,331
51407,9235,-7174
51408,-7566,-2612
51409,-1380,-3139
51410,-4850,166
51411,1175,-8298
51412,-5935,-2393
51413,-4086,9111
51414,-1993,-9954
51415,-502,-9865
51416,-7878,-5833
51417,-9190,407
51418,-615,-9069
51419,-3496,9730
51420,-1868,9974
51421,1289,-7192
51422,-3385,-4918
51423,1813,7909
51424,2749,-9289
51425,8731,-3143
51426,7060,-5850
51427,-2809,-3919
51428,9275,-2158
51429,-5360,213
51430,-8715,-9413
51431,-7769,-5166
51432,-2675,-3132
51433,954,-7420
51434,-9681,1330
51435,-9683,-1684
51436,-3454,-8966
51437,-8686,-7627
51438,-5108,-4353
51439,-4756,1184
51440,-5618,-2989
51441,8494,2596
51442,-814,-5093
51443,5440,-8953
51444,2510,1565
51445,-2837,-2375
51446,-1615,-1264
51447,-6593,-2763
51448,2002,4084
51449,586,-6083
51450,-6886,9847
51451,-9217,-2090
51452,7616,-9122
51453,-8465,-5720
51454,5865,-9049
51455,9861,7658
51456,-909,1353
51457,-20,-2879
51458,-3565,2559
51459,-8538,7208
51460,-5645,1183
51461,-2832,-1708
51462,-2414,3670
51463,301,-7401
51464,4134,-3165
51465,-3659,-6847
51466,-9139,5073
51467,8531,-2814
51468,5353,3335
51469,1503,9660
51470,-6013,4502
51471,-7440,9804
51472,154,9637
51473,6586,2164
51474,7640,-6927
51475,-5459,-1001
51476,-5252,931
51477,3730,-5002
51478,2243,-8770
51479,-1331,-7817
51480,-2580,-4706
51481,-7949,-5127
51482,-4769,-9144
51483,9086,-7806
51484,-3441,8827
51485,-1270,-2222
51486,-6868,514
51487,7466,-5038
51488,2961,6134
51489,8693,2395
51490,-5679,-8103
51491,9652,1692
51492,4833,-1499
51493,-1304,-7198
51494,-6387,-4192
51495,-1921,1826
51496,985,-2424
51497,-7783,379
51498,-6745,-3576
51499,7835,-15
51500,-2460,559
51501,1544,4201
51502,7099,-9131
51503,-5276,-1176
51504,9722,-8175
51505,-8439,-5023
51506,-2088,-1757
51507,2935,-2849
51508,-2731,-3307
51509,-5968,-1238
51510,-5722,-9403
51511,848,8678
51512,-3191,-1504
51513,-8719,-5578
51514,-1793,-1551
51515,-6688,-5527
51516,1252,-7477
51517,4772,-9023
51518,4937,2055
51519,1829,-992
51520,-8523,-3608
51521,1329,-835
51522,-3345,-5551
51523,-985,63
51524,-5396,-1779
51525,2835,6546
51526,-3100,6759
51527,1137,9517
51528,-3488,5418
51529,5828,-7161
51530,-9528,-3110
51531,7070,-1025
51532,-1643,-3280
51533,7180,-1090
51534,-8466,-6769
51535,-5284,-8798
51536,2177,-4391
51537,-9280,-4745
51538,-4144,4554
51539,-423,-2955
51540,1725,4292
51541,-5536,-8617
51542,-7014,-9371
51543,-6908,6894
51544,-6003,9823
51545,-1666,-6287
51546,2668,-9711
51547,-3071,-5111
51548,-9099,-2542
51549,-5934,1519
51550,-4447,-7637
51551,262,-335
51552,-5709,8642
51553,754,5371
51554,7037,-371
51555,-8402,-8623
51556,1129,-8038
51557,-6059,2502
51558,728,-2112
51559,-1063,1956
51560,2374,1193
51561,1322,3157
51562,508,-5133
51563,-9032,-5387
51564,-9724,2013
51565,-5576,-2845
51566,-8438,-282
51567,-2855,-5748
51568,-3198,3261
51569,-7039,3006
51570,7305,460
51571,-60,2691
51572,-6183,-6041
51573,-5807,50
51574,996,-3086
51575,7552,-531
51576,-9058,-7770
51577,-8229,-9684
51578,2491,-5596
51579,2542,-3475
51580,-5107,-9764
51581,-6850,-6815
51582,-1816,-4436
51583,-346,-525
51584,1267,5739
51585,-7191,-3382
51586,-7555,958
51587,-4871,4777
51588,9356,-3493
51589,-6496,-3841
51590,-6455,-6122
51591,2071,-9100
51592,-2947,637
51593,-9764,7860
51594,-5414,8020
51595,-5092,-8657
51596,-9120,-5102
51597,-6625,215
51598,-9467,-7319
51599,-7201,5379
51600,-8452,4208
51601,-2591,-8621
51602,-1629,-2404
51603,-6570,-1516
51604,-8660,-9827
51605,7517,536
51606,8944,1442
51607,6259,-2821
51608,-1867,-8908
51609,9635,1854
51610,7079,-8331
51611,-655,316
51612,-9480,-5413
51613,107,-8352
51614,-4640,8001
51615,3676,-9386
51616,4393,-320
51617,-3452,-3559
51618,-6488,1881
51619,-4966,7394
51620,-6702,-1202
51621,1763,-3277
51622,-5717,607
51623,763,-1850
51624,1429,8113
51625,9936,-300
51626,1939,-9002
51627,-989,-483
51628,-5544,2540
51629,1239,-6436
51630,-1960,-5123
51631,-2562,-1939
51632,-9573,3834
51633,194,-3166
51634,7764,586
51635,4238,4853
51636,9720,-8775
51637,-5417,518
51638,4359,2634
51639,-5778,-8197
51640,3699,-2407
51641,-6659,-888
51642,3077,-4009
51643,-9493,5166
51644,3343,758
51645,3019,-9957
51646,-5426,5983
51647,1678,-9030
51648,-5423,88
51649,-9034,-6395
51650,4549,-9096
51651,-1535,3131
51652,3413,2656
51653,-4811,-6363
51654,978,-9963
51655,-7680,5359
51656,5227,-8908
51657,-2352,-1167
51658,-7724,-3012
51659,-873,-7513
51660,-9157,-7185
51661,-1828,2620
51662,3879,-8756
51663,-421,5753
51664,1048,-6964
51665,-1353,8644
51666,2788,-7833
51667,-1403,-2656
51668,-6423,-2810
51669,1466,-8888
51670,-4456,-8475
51671,6551,-3051
51672,-7170,-2961
51673,-7273,6051
51674,-3871,1583
51675,5300,-2184
51676,1073,2268
51677,-7569,6490
51678,613,-459
51679,3420,-8927
51680,-4744,2304
51681,4388,-8576
51682,-9309,-7570
51683,-2834,-5338
51684,-7174,-7001
51685,-9579,7090
51686,-1658,-5585
51687,-8079,-7340
51688,-9374,7994
51689,-2926,-4667
51690,-4051,-2669
51691,-9000,8185
51692,-9094,-2832
51693,437,-5069
51694,-4150,-4852
51695,-7413,2060
51696,-3250,-1810
51697,2215,7650
51698,-27,318
51699,-5374,8368
51700,4848,303
51701,-5387,6184
51702,8489,-9577
51703,-9615,-6615
51704,-9620,-3257
51705,-9385,-6513
51706,-6585,-3153
51707,5453,6406
51708,-8469,114
51709,2938,-1091
51710,-4946,1429
51711,-3764,844
51712,-2917,-9195
51713,6326,-1967
51714,7129,-5283
51715,-7861,9984
51716,-37,-3859
51717,-9091,2050
51718,1815,684
51719,3803,-4543
51720,-8173,-388
51721,-9139,936
51722,5283,-8734
51723,-7838,-1051
51724,6149,-9383
51725,2676,1588
51726,-563,8526
51727,8532,-9181
51728,-5283,-1339
51729,-997,4443
51730,8157,-2127
51731,-4471,-8939
51732,-6576,-3697
51733,-8974,-2898
51734,570,-9758
51735,8082,-2346
51736,1963,8124
51737,-9727,5805
51738,-2558,-1888
51739,3361,-2905
51740,-6853,-2763
51741,-7156,4840
51742,-8386,5439
51743,6576,7799
51744,445,-2943
51745,-5027,-8743
51746,1934,6271
51747,-3247,-1988
51748,-3666,-7916
51749,5072,-3698
51750,1720,-6507
51751,-1777,-7601
51752,-3114,9295
51753,-5384,132
51754,-2843,9509
51755,-8471,-8637
51756,8300,7230
51757,-4870,5603
51758,7281,-1997
51759,-7148,-2591
51760,-8600,-8953
51761,7417,-7541
51762,-1323,-2640
51763,2205,2571
51764,140,2047
51765,-8074,-4956
51766,9853,4321
51767,411,822
51768,2926,154
51769,-9018,-4797
51770,-9675,-2104
51771,2859,-5360
51772,7691,4176
51773,6220,-9546
51774,5214,-7925
51775,-4151,7240
51776,1992,4567
51777,2695,-8868
51778,-9760,-9897
51779,6890,872
51780,-7657,-7082
51781,-9097,8492
51782,3411,-3347
51783,-9481,-1318
51784,1573,9657
51785,7479,3989
51786,-8517,-7906
51787,9407,5071
51788,1987,255
51789,5870,2677
51790,9803,8522
51791,-7079,1096
51792,-9288,5239
51793,-8376,-4342
51794,-8399,-2247
51795,5000,-1136
51796,507,-2550
51797,-5646,-4959
51798,3483,-8015
51799,-5980,1721
51800,-3837,-446
51801,-9335,8931
51802,7942,1262
51803,2436,-7996
51804,3944,-854
51805,8170,-1221
51806,1250,-2790
51807,8879,7424
51808,-3797,-9980
51809,6560,806
51810,791,4155
51811,5649,-3877
51812,-4703,-535
51813,-2311,-2302
51814,-8027,6424
51815,1508,-7858
51816,-6927,7248
51817,1301,2649
51818,163,-6164
51819,-2774,8543
51820,-4705,-6309
51821,-3291,8935
51822,6980,6758
51823,-9292,-1455
51824,8090,-6480
51825,-4966,-9696
51826,-4381,-2865
51827,5785,2019
51828,-6441,-7209
51829,-1237,-3776
51830,2730,-3892
51831,-9640,1089
51832,-8605,-2661
51833,9937,6125
51834,-1390,7458
51835,-8672,9349
51836,-8641,-3389
51837,8953,-8643
51838,-8318,4559
51839,1413,-76
51840,2772,6088
51841,-7589,-9068
51842,-7902,-5073
51843,-261,-6605
51844,-7993,-8383
51845,-9766,4781
51846,-4181,-8755
51847,-8875,4644
51848,7110,-1709
51849,-9894,-1476
51850,-8921,-4710
51851,-7872,-5633
51852,-4496,8555
51853,1253,2829
51854,-3348,2850
51855,6615,-7726
51856,1167,5090
51857,-6024,-6278
51858,5519,-6490
51859,-6943,4396
51860,4328,2702
51861,8259,-7642
51862,523,-5561
51863,336,-6860
51864,1396,613
51865,-1183,8521
51866,-676,-7427
51867,1100,-5347
51868,3321,-9840
51869,4672,-3871
51870,7069,908
51871,3692,3779
51872,-9602,-3129
51873,2195,3623
51874,-5916,-2947
51875,-1576,4740
51876,-5460,-1412
51877,-3974,-7642
51878,-61,1509
51879,-9325,-3669
51880,-6704,-4910
51881,1246,-9857
51882,-2366,-8095
51883,9659,-7770
51884,-1029,1412
51885,-6082,-302
51886,1782,1003
51887,-5002,-1518
51888,-9251,8834
51889,-8338,-6767
51890,-3321,3286
51891,-7587,-5292
51892,-9346,2293
51893,-3803,-2191
51894,-8627,-9524
51895,-4885,-6293
51896,62,-4342
51897,-5396,-9249
51898,-2460,-2947
51899,-6638,-9329
51900,9288,9371
51901,-396,2442
51902,-4795,-3316
51903,1500,-6841
51904,-9915,-2563
51905,-8831,-6982
51906,3229,-6508
51907,-4808,-7036
51908,-1098,1769
51909,-6348,-9047
51910,2879,-1190
51911,-5879,-2094
51912,4810,-292
51913,-9942,-3645
51914,-1469,-6993
51915,-6190,-6748
51916,-452,2290
51917,-1845,-4019
51918,2173,-6434
51919,-6251,9837
51920,-4895,-8947
51921,5439,-8092
51922,-6466,719
51923,-1401,2665
51924,4704,-3097
51925,-5078,-4467
51926,8010,-9383
51927,-5572,8547
51928,3639,-4221
51929,2266,-3749
51930,-4842,2078
51931,5736,-9910
51932,-8467,-6384
51933,1457,-7548
51934,4207,7517
51935,2010,-8461
51936,-4137,-3224
51937,-4249,4285
51938,4607,-6617
51939,1375,-5544
51940,-8976,6412
51941,289,-5871
51942,4335,-9175
51943,4002,3525
51944,3845,-9470
51945,-6141,-9712
51946,1256,1430
51947,1583,-712
51948,9239,6062
51949,-7222,7831
51950,3205,5509
51951,2955,1350
51952,564,-9385
51953,-1298,-3569
51954,-8832,8844
51955,-971,-7923
51956,-1084,8492
51957,-2817,7851
51958,-9376,-9043
51959,-8844,-5813
51960,1484,-2490
51961,9130,-4182
51962,5640,2927
51963,-6719,-1138
51964,-7982,8294
51965,3082,9641
51966,-7600,8073
51967,7690,-3255
51968,-3964,-1091
51969,-3656,740
51970,-298,-5052
51971,8174,-9288
51972,-4401,-1467
51973,-2935,-499
51974,6787,7467
51975,-328,1472
51976,-7216,9577
51977,-6600,-5252
51978,-5860,92
51979,2568,1361
51980,-8621,2644
51981,-8808,-6847
51982,-6490,-1808
51983,1850,1081
51984,-8793,2104
51985,-771,-8239
51986,7708,-1446
51987,-2082,845
51988,-8305,-1103
51989,-6934,-515
51990,6369,4272
51991,-5639,2537
51992,-7991,1010
51993,-2984,-2369
51994,-1954,8682
51995,9053,-6311
51996,87,-9683
51997,466,-5014
51998,-1706,1706
51999,4221,2663
52000,5363,7643
52001,1075,-7550
52002,-1239,1102
52003,-9958,-3225
52004,6456,-2612
52005,-4010,-9087
52006,-6645,-8721
52007,7725,-23
52008,-7327,4652
52009,-1634,-5346
52010,-9586,-3329
52011,5353,-2612
52012,-6026,-1552
52013,5852,-6622
52014,-2008,-7496
52015,-6200,2941
52016,-96,1192
52017,-4045,-2528
52018,-8156,-4655
52019,380,-8344
52020,-320,-5838
52021,2091,1302
52022,-7321,-588
52023,963,3026
52024,-6357,-3931
52025,4183,-9103
52026,-7922,-9120
52027,-3441,8090
52028,-2720,-2315
52029,-745,-7866
52030,-5731,2292
52031,8256,-258
52032,-3057,9865
52033,8462,9792
52034,-7156,2430
52035,2082,2715
52036,528,4695
52037,9619,-8812
52038,-8618,1970
52039,-3454,2439
52040,356,-156
52041,-7943,-3594
52042,-4663,-9660
52043,-4258,-7435
52044,7267,-3510
52045,6932,529
52046,2009,2205
52047,-6093,-3594
52048,-5238,-2489
52049,-3209,5655
52050,2678,5204
52051,1084,8325
52052,-9169,200
52053,-5054,-2283
52054,5043,-1488
52055,-2158,-2786
52056,738,-3798
52057,8477,8522
52058,-3878,-3666
52059,5969,1010
52060,-8354,-2751
52061,-1488,4299
52062,4270,-6486
52063,-3657,-3680
52064,-2060,-390
52065,-6420,-4493
52066,-9357,4629
52067,2185,-9802
52068,-7371,-1337
52069,-4954,-8296
52070,-2311,-3900
52071,856,6240
52072,-8084,-5437
52073,1717,9212
52074,6856,2237
52075,1568,-9338
52076,-6724,-2296
52077,-7762,9309
52078,-9445,2436
52079,3395,-7836
52080,6040,6387
52081,-5912,3618
52082,388,1552
52083,5781,8818
52084,-1960,2568
52085,-8517,5072
52086,490,-6342
52087,-604,-7490
52088,-7227,-8931
52089,-1345,-7699
52090,-548,-7452
52091,8606,-9178
52092,-5183,-4901
52093,9916,-7377
52094,-9451,-1925
52095,3618,-237
52096,-3789,1083
52097,-2796,6053
52098,4316,-5117
52099,-6617,7139
52100,-7735,4845
52101,-3224,-5893
52102,-1029,-5462
52103,2789,525
