index,x,y,z
5024,926,-123,-119
5025,-270,-344,-701
5026,2,118,-1000
5027,-159,-462,798
5028,-64,237,93
5029,118,279,-664
5030,-726,-112,444
5031,549,-729,-631
5032,338,15,106
5033,-558,416,-210
5034,47,-710,380
5035,-37,57,858
5036,-664,646,-258
5037,605,291,466
5038,-326,-881,326
5039,20,27,891
5040,-658,-311,322
5041,-803,801,510
5042,688,673,816
5043,-899,-380,461
5044,534,325,-873
5045,441,-193,-118
5046,-837,-576,493
5047,399,31,-519
5048,749,-616,-224
5049,535,-663,147
5050,-591,-429,-586
5051,846,-586,-589
5052,-789,558,-489
5053,-346,929,-963
5054,911,968,533
5055,-889,-867,400
5056,957,-437,-304
5057,656,-682,531
5058,-411,-458,795
5059,910,-166,-353
5060,-487,40,151
5061,361,-52,409
5062,-886,-232,228
5063,-718,-934,-121
5064,480,583,-777
5065,236,514,-85
5066,-253,750,80
5067,-553,643,-288
5068,-990,670,-992
5069,-739,-854,-707
5070,364,611,-606
5071,-768,788,315
5072,-446,-267,-477
5073,875,187,992
5074,-271,-591,767
5075,-857,-618,-431
5076,415,-68,-760
5077,725,16,-865
5078,489,-558,-439
5079,529,-39,51
5080,-781,-661,-299
5081,517,-211,-248
5082,-13,58,318
5083,528,-555,181
5084,-101,272,-202
5085,-154,421,659
5086,-59,991,954
5087,-736,-959,-911
5088,561,522,542
5089,68,-896,733
5090,-17,471,-472
5091,79,-654,403
5092,510,708,-515
5093,612,239,55
5094,883,456,-738
5095,-455,26,283
5096,555,-997,-855
5097,-58,-423,-183
5098,480,131,-279
5099,-529,757,573
5100,549,791,129
5101,-881,-296,273
5102,258,-937,748
5103,-972,468,735
5104,-181,-938,-472
5105,-743,-748,-414
5106,-2,-527,48
5107,115,-773,-437
5108,852,-114,943
5109,379,36,24
5110,663,-205,-453
5111,-633,599,729
5112,988,303,368
5113,542,-474,894
5114,-632,-636,-332
5115,-829,26,-949
5116,132,380,513
5117,-879,827,-316
5118,664,50,-477
5119,905,601,806
5120,-708,386,189
5121,-760,-492,-369
5122,-414,606,134
5123,397,-344,-546
5124,13,448,-53
5125,806,-227,604
5126,483,295,686
5127,889,-937,31
5128,859,-391,368
5129,641,-297,-254
5130,-183,984,-274
5131,-796,-735,113
5132,84,-159,396
5133,-81,962,-494
5134,661,672,478
5135,-102,901,-615
5136,516,172,631
5137,650,-441,-36
5138,838,-985,290
5139,-754,-520,669
5140,-842,-795,446
5141,329,-779,-816
5142,430,-335,-274
5143,634,646,52
5144,-554,981,702
5145,-660,-114,-23
5146,607,986,-602
5147,432,-270,-999
5148,571,-207,-608
5149,530,304,35
5150,837,-19,-987
5151,-784,-161,-499
5152,-864,-340,-334
5153,-116,253,-414
5154,677,61,-916
5155,-200,-935,52
5156,436,744,-943
5157,671,984,-553
5158,-781,988,508
5159,811,207,-732
5160,-520,352,149
5161,-174,757,503
5162,-603,-851,511
5163,106,-566,406
5164,-874,738,-624
5165,-920,-552,-908
5166,484,-123,-70
5167,-852,660,91
5168,64,776,741
5169,-477,147,-592
5170,-454,-430,-669
5171,125,-535,-878
5172,673,474,-720
5173,132,-702,-332
5174,22,-885,556
5175,-710,583,889
5176,-974,811,545
5177,680,-245,-213
5178,-30,-391,-733
5179,-416,-611,429
5180,-926,853,-763
5181,-602,-516,220
5182,-821,777,-563
5183,233,837,396
5184,-158,-231,775
5185,400,605,66
5186,-599,-27,-915
5187,253,-268,169
5188,455,117,-665
5189,786,-116,559
5190,757,-90,933
5191,-739,-307,95
5192,-358,-392,979
5193,561,-119,-826
5194,989,-286,-67
5195,-518,-649,198
5196,-180,224,-755
5197,-88,-333,348
5198,833,-505,195
5199,-828,725,-103
5200,-712,343,671
5201,-425,-715,-609
5202,132,294,-192
5203,-236,549,-738
5204,835,-119,267
5205,198,-548,670
5206,129,105,-511
5207,-143,-611,-518
5208,-841,-24,-144
5209,402,51,-885
5210,232,813,-484
5211,-982,11,-995
5212,409,876,-772
5213,183,166,-724
5214,806,796,408
5215,666,846,-507
5216,-548,-813,-69
5217,-416,869,-544
5218,912,-940,-765
5219,-166,-108,-541
5220,-435,-492,609
5221,-619,723,-483
5222,-405,206,-516
5223,-122,-112,-788
5224,-272,-74,-407
5225,845,-931,-859
5226,750,-492,-584
5227,-471,-73,381
5228,689,-407,-155
5229,-128,-514,-6
5230,655,-503,811
5231,170,195,-361
5232,475,952,614
5233,-394,-622,-409
5234,-615,-670,-77
5235,-182,919,551
5236,789,-275,111
5237,97,71,-924
5238,762,-908,736
5239,-165,185,-523
5240,583,-973,674
5241,-269,-733,-816
5242,6,-143,675
5243,564,-647,-68
5244,-820,-222,718
5245,-125,155,-27
5246,-410,729,-285
5247,-238,-239,670
5248,685,230,-113
5249,-221,-167,-45
5250,658,-872,-331
5251,517,-883,-918
5252,175,-63,163
5253,713,-160,-467
5254,-886,-728,880
5255,-70,-648,-709
5256,-721,456,-658
5257,-842,-374,36
5258,-461,-933,-290
5259,-835,-437,-792
5260,-647,-833,150
5261,904,924,-756
5262,779,-699,-478
5263,-588,-207,-464
5264,938,-275,-971
5265,-364,-52,-231
5266,216,-913,-768
5267,423,239,318
5268,71,-712,583
5269,27,190,447
5270,-543,471,-129
5271,-210,-212,-643
5272,315,10,924
5273,-159,-829,212
5274,-465,-567,144
5275,144,874,-176
5276,-495,-678,-414
5277,491,877,278
5278,441,926,139
5279,-389,590,793
5280,-452,242,304
5281,-511,-126,596
5282,-574,866,-573
5283,-194,155,-514
5284,-411,-340,331
5285,698,576,-583
5286,-167,136,464
5287,234,277,-701
5288,677,740,-695
5289,170,-952,-410
5290,833,-758,789
5291,-942,-591,673
5292,834,872,-89
5293,-485,-932,-367
5294,278,432,737
5295,-67,-238,-853
5296,559,-790,-909
5297,-422,834,-604
5298,-550,905,-712
5299,786,-801,-904
5300,-74,-899,-18
5301,-129,422,101
5302,-344,911,-29
5303,-609,-676,-426
5304,-517,-243,-449
5305,674,46,916
5306,-771,177,115
5307,-561,-619,203
5308,164,-743,401
5309,-794,610,740
5310,-236,678,-840
5311,-942,988,922
5312,-579,20,638
5313,664,-864,885
5314,109,-795,965
5315,-296,-125,-915
5316,-678,912,157
5317,572,-823,-356
5318,-550,72,-123
5319,663,813,86
5320,241,530,-375
5321,-898,-222,621
5322,621,331,-976
5323,198,784,582
5324,-586,-953,667
5325,-839,-925,14
5326,142,943,-190
5327,-277,242,-238
5328,14,-59,977
5329,946,710,314
5330,698,30,-655
5331,-823,504,718
5332,552,863,-410
5333,-584,-862,765
5334,733,-126,92
5335,859,470,313
5336,-718,311,-813
5337,-594,-802,992
5338,-545,474,-584
5339,-405,-730,-602
5340,819,-295,-784
5341,-678,-988,-28
5342,-16,-303,-314
5343,-201,-428,852
5344,-13,-956,543
5345,-378,811,-574
5346,-485,57,-400
5347,-180,254,-996
5348,-516,302,-598
5349,92,643,333
5350,528,890,728
5351,-265,732,-942
5352,191,36,891
5353,-730,86,874
5354,236,749,86
5355,-917,-38,-44
5356,69,115,-79
5357,-13,-681,255
5358,-439,-387,56
5359,-794,669,800
5360,153,-496,302
5361,-817,246,253
5362,-79,444,895
5363,-515,797,80
5364,925,-786,399
5365,815,-918,-815
5366,-490,114,-44
5367,-935,221,896
5368,-884,-133,91
5369,-132,-883,419
5370,454,30,718
5371,-975,721,-175
5372,968,866,-285
5373,-903,-481,-368
5374,-719,3,-312
5375,-750,-972,-262
5376,804,841,-321
5377,852,897,-451
5378,782,412,884
5379,688,-877,171
5380,-356,-340,-556
5381,-317,664,-884
5382,193,-5,-365
5383,-311,542,807
5384,-330,604,-985
5385,245,-577,-481
5386,-465,445,-602
5387,-312,-267,-128
5388,383,-215,35
5389,67,266,-454
5390,579,-745,-270
5391,-233,521,-247
5392,287,-861,956
5393,-872,-793,-64
5394,-967,-386,27
5395,-548,-201,626
5396,415,-135,-485
5397,-714,595,240
5398,226,939,995
5399,-928,-116,535
5400,778,468,105
5401,654,246,-415
5402,617,995,398
5403,-986,-451,544
5404,-712,-217,-654
5405,364,-194,863
5406,-686,-51,-396
5407,-763,796,-129
5408,659,232,-905
5409,-858,-700,454
5410,469,-435,-943
5411,-547,508,68
5412,550,260,-289
5413,245,179,-457
5414,351,911,-648
5415,891,-575,195
5416,-181,-960,-514
5417,-843,-882,448
5418,273,-271,385
5419,-478,-491,480
5420,239,-595,-397
5421,164,-1,686
5422,74,-997,-603
5423,-598,194,718
5424,850,-694,82
5425,-311,367,-645
5426,956,824,491
5427,467,-294,434
5428,960,494,-144
5429,-104,-836,859
5430,509,-990,-415
5431,847,-455,758
5432,428,-911,944
5433,15,323,952
5434,39,-694,873
5435,-252,244,840
5436,-251,157,-440
5437,-509,637,-166
5438,859,-864,90
5439,526,721,-80
5440,468,430,-519
5441,-769,798,521
5442,315,-886,294
5443,818,-851,982
5444,156,907,424
5445,914,300,607
5446,-46,603,321
5447,644,807,-464
5448,535,218,714
5449,-985,57,851
5450,155,-781,-346
5451,767,-526,-605
5452,-202,-54,313
5453,672,-580,531
5454,424,-334,-612
5455,-514,-564,241
5456,-102,-145,930
5457,-322,-402,-5
5458,604,-118,485
5459,-267,-288,347
5460,623,-490,226
5461,-399,-692,450
5462,908,-321,-944
5463,-183,-428,-850
5464,-989,273,974
5465,765,955,-845
5466,260,-121,-944
5467,172,-160,703
5468,-864,-878,-986
5469,22,-917,311
5470,-454,627,181
5471,-741,-9,391
5472,-968,-534,670
5473,-820,-839,21
5474,-223,547,-403
5475,237,446,72
5476,-218,-710,719
5477,-277,198,-994
5478,-3,-424,140
5479,-943,131,765
5480,362,648,377
5481,823,-341,-680
5482,149,-874,-969
5483,544,755,-451
5484,-568,571,-646
5485,-841,105,-664
5486,429,-701,190
5487,-113,757,-584
5488,-635,-412,-720
5489,-319,319,-595
5490,698,444,620
5491,349,-992,846
5492,-687,-513,401
5493,261,126,-506
5494,-231,786,-748
5495,762,430,800
5496,700,474,-248
5497,993,-259,-906
5498,986,-837,825
5499,-299,-885,-5
5500,511,-738,949
5501,-245,-953,-315
5502,-294,-418,-147
5503,-104,-855,280
5504,-238,703,-803
5505,-253,370,-179
5506,361,-772,-942
5507,-861,-351,585
5508,394,730,56
5509,809,-639,650
5510,393,746,-508
5511,342,-57,363
5512,940,854,690
5513,585,269,-544
5514,7,241,502
5515,-464,-305,-641
5516,-602,-270,-178
5517,453,235,451
5518,678,-255,289
5519,453,601,932
5520,552,560,-554
5521,-172,-739,160
5522,-412,-570,-224
5523,54,218,471
5524,-576,767,-388
5525,150,945,849
5526,772,816,-791
5527,426,-429,541
5528,817,291,145
5529,966,-343,-664
5530,605,-573,-438
5531,-370,-498,-307
5532,478,-724,-929
5533,128,-619,27
5534,-832,380,504
5535,-935,-538,59
5536,-222,-73,-94
5537,442,798,-586
5538,895,-711,653
5539,22,-670,-580
5540,-449,224,794
5541,981,946,-225
5542,706,514,-229
5543,116,-83,-124
5544,-66,-573,-796
5545,-249,-269,356
5546,-500,-129,-688
5547,-717,762,-995
5548,-410,-814,-373
5549,-276,359,59
5550,-884,-559,-735
5551,379,-95,611
5552,-355,850,922
5553,-238,-425,-718
5554,-46,198,-951
5555,-793,351,429
5556,-411,-334,-978
5557,-601,-810,-632
5558,-839,-977,604
5559,-105,688,-132
5560,-427,-436,889
5561,-897,-946,-120
5562,16,-831,274
5563,-585,241,-210
5564,453,-272,378
5565,-431,-415,650
5566,492,-463,950
5567,777,65,781
5568,419,923,256
5569,-521,964,-835
5570,-853,-939,-264
5571,352,983,100
5572,-480,-864,945
5573,850,-344,206
5574,-755,-773,557
5575,975,802,116
5576,-21,-821,838
5577,-51,-905,-797
5578,442,-170,118
5579,-567,-711,435
5580,-102,-481,107
5581,-55,-847,-641
5582,-366,-914,-14
5583,-427,797,87
5584,772,-252,-701
5585,534,-577,220
5586,652,-803,789
5587,-214,-456,602
5588,407,138,595
5589,-264,555,-328
5590,45,263,-936
5591,-395,461,180
5592,-915,-226,683
5593,377,427,-398
5594,-333,196,-431
5595,-417,650,139
5596,-29,667,-33
5597,978,162,-331
5598,92,233,740
5599,-389,295,860
5600,-275,3,-916
5601,301,-570,-737
5602,342,336,-453
5603,-392,956,231
5604,465,158,-646
5605,907,384,945
5606,-255,232,-473
5607,-442,250,-504
5608,77,158,967
5609,-476,-278,610
5610,-744,463,941
5611,-378,-733,823
5612,493,759,-137
5613,-50,653,868
5614,-338,-850,246
5615,-344,438,766
5616,-650,129,957
5617,420,-923,769
5618,34,-70,-190
5619,735,11,633
5620,604,-489,-580
5621,-187,609,633
5622,-64,643,-104
5623,-856,666,573
5624,645,-818,855
5625,-683,-755,-351
5626,479,-257,805
5627,407,366,-256
5628,699,749,599
5629,314,163,715
5630,981,582,641
5631,-544,-753,679
5632,934,-529,-751
5633,454,678,-763
5634,-239,-918,-374
5635,-695,458,52
5636,-466,-680,-843
5637,869,32,-258
5638,-863,846,-95
5639,672,-234,-559
5640,-610,38,498
5641,-172,183,-783
5642,799,570,427
5643,-301,-280,304
5644,-224,-483,-875
5645,716,-74,-111
5646,-401,433,110
5647,-847,-305,861
5648,-664,-933,-982
5649,-301,-774,-600
5650,-450,-381,-263
5651,-351,348,-253
5652,227,-981,603
5653,-559,729,-865
5654,-226,338,949
5655,-71,129,-856
5656,671,-327,622
5657,207,-721,-470
5658,-494,-152,396
5659,-45,463,-774
5660,887,737,-465
5661,103,-838,-937
5662,-701,884,-616
5663,-810,575,-611
5664,809,958,807
5665,473,-602,-209
5666,728,-50,223
5667,-527,283,-970
5668,-936,-121,-224
5669,504,471,-388
5670,165,-195,-225
5671,677,-53,569
5672,-977,621,-319
5673,-540,-925,977
5674,80,882,473
5675,-884,-62,923
5676,295,-976,-843
5677,296,629,64
5678,70,634,209
5679,-329,-571,-533
5680,80,119,819
5681,636,41,427
5682,-672,-67,-672
5683,-470,929,-50
5684,-900,-630,135
5685,168,-725,206
5686,-446,-387,-917
5687,-442,701,795
5688,696,432,624
5689,-172,-768,793
5690,-977,351,17
5691,347,175,437
5692,305,378,506
5693,114,329,811
5694,-875,-314,77
5695,798,-953,443
5696,581,-495,387
5697,115,128,-74
5698,-556,-223,709
5699,-173,-460,-185
5700,-5,-943,979
5701,121,944,-397
5702,-489,326,-811
5703,194,645,101
5704,-964,238,-718
5705,970,-760,844
5706,663,611,905
5707,952,36,-799
5708,469,698,-835
5709,326,-578,-279
5710,432,-943,-563
5711,-941,-780,513
5712,-698,-260,21
5713,-828,-149,85
5714,119,601,592
5715,-353,-590,801
5716,258,-708,-552
5717,717,271,646
5718,-806,670,100
5719,-375,-559,113
5720,-835,19,-292
5721,-569,-478,867
5722,-331,-349,-437
5723,-578,685,-296
5724,599,382,428
5725,991,-177,839
5726,-425,177,-55
5727,-468,-146,698
5728,-675,475,884
5729,24,187,-7
5730,759,-445,-228
5731,754,-418,295
5732,-992,-475,438
5733,284,-299,407
5734,536,-593,-936
5735,-544,-309,-631
5736,-647,-711,-847
5737,495,-264,-327
5738,620,48,503
5739,943,208,-750
5740,-959,-255,-782
5741,-344,-780,-672
5742,76,882,375
5743,-683,-625,529
5744,121,166,754
5745,-995,408,-123
5746,0,-604,768
5747,664,-642,-955
5748,-455,-396,-914
5749,-439,-449,-448
5750,275,980,-986
5751,-777,-867,400
5752,31,436,959
5753,193,720,386
5754,18,932,320
5755,58,-337,-310
5756,573,-661,-390
5757,643,-64,284
5758,962,-73,-556
5759,919,-298,-674
5760,111,-676,510
5761,676,-339,-981
5762,441,-314,209
5763,-316,190,-729
5764,-76,-137,216
5765,-121,-920,-545
5766,797,-66,-548
5767,-69,313,-108
5768,-247,213,450
5769,364,272,-508
5770,795,464,-411
5771,-283,-144,812
5772,242,564,-977
5773,-79,-316,-616
5774,-144,837,566
5775,152,43,-35
5776,-552,513,856
5777,-200,677,93
5778,-866,-609,-490
5779,-565,-577,270
5780,-36,-903,641
5781,-454,508,-506
5782,-232,-789,-583
5783,-702,-318,235
5784,205,576,-214
5785,-984,440,926
5786,-420,940,587
5787,181,-131,-268
5788,-859,37,-477
5789,402,-394,901
5790,-443,-754,-555
5791,-416,-689,676
5792,30,-777,902
5793,173,977,-495
5794,-646,392,116
5795,-100,-648,-944
5796,318,-480,-630
5797,494,154,-992
5798,-110,-758,-881
5799,-850,-838,-200
5800,-419,207,779
5801,85,533,729
5802,747,-52,-317
5803,867,-749,951
5804,-500,399,-577
5805,-507,576,760
5806,458,-594,822
5807,-346,462,909
5808,-466,-754,-648
5809,923,22,491
5810,-991,473,37
5811,501,853,782
5812,851,207,-23
5813,248,907,143
5814,-676,-709,311
5815,4,448,-496
5816,110,716,172
5817,-116,501,600
5818,-456,141,-296
5819,199,74,641
5820,473,-242,-690
5821,-771,691,-222
5822,41,-29,821
5823,313,-661,509
5824,881,403,791
5825,-368,458,-421
5826,513,476,-686
5827,-167,352,399
5828,-240,170,-499
5829,629,481,870
5830,-681,748,373
5831,485,54,-325
5832,157,-654,383
5833,178,871,900
5834,62,325,-547
5835,-87,879,-466
5836,-857,888,-186
5837,-744,343,520
5838,-602,-666,38
5839,-282,34,-953
5840,-194,-297,-586
5841,725,-734,153
5842,766,-400,495
5843,88,-549,-228
5844,-336,-854,-250
5845,-296,357,554
5846,849,-568,62
5847,910,903,-338
5848,-218,-803,369
5849,816,83,-137
5850,198,-590,-522
5851,-934,226,191
5852,-755,239,861
5853,-932,464,673
5854,934,552,-759
5855,569,838,215
5856,507,753,431
5857,-343,270,6
5858,-588,-192,-43
5859,-415,627,566
5860,-978,-291,-827
5861,281,128,492
5862,-352,829,-641
5863,276,978,150
5864,-217,480,-215
5865,-895,-26,-943
5866,437,-186,-382
5867,-819,723,-32
5868,982,732,-400
5869,-88,-784,742
5870,23,-613,9
5871,-849,-811,-653
5872,680,914,758
5873,222,-189,114
5874,432,874,304
5875,-663,829,741
5876,-653,-178,-199
5877,-153,-556,949
5878,-711,-457,364
5879,-639,234,-809
5880,686,-257,330
5881,-55,-67,-156
5882,-223,-793,-378
5883,-723,243,936
5884,304,401,-266
5885,-926,778,248
5886,4,708,-306
5887,603,927,-81
5888,282,213,-135
5889,104,-551,-363
5890,-557,-429,814
5891,-203,895,-211
5892,-239,-929,348
5893,876,-13,-974
5894,368,-875,616
5895,-460,491,-543
5896,-445,-368,-881
5897,-212,746,491
5898,562,-179,659
5899,-233,353,638
5900,441,-599,381
5901,82,588,749
5902,92,-913,-492
5903,955,-169,-205
5904,96,375,121
5905,-301,327,28
5906,-757,-849,513
5907,-714,972,-429
5908,305,26,-26
5909,-174,-458,-204
5910,-150,817,-707
5911,-895,-916,536
5912,-50,942,994
5913,-895,-672,110
5914,-824,-380,-167
5915,152,235,25
5916,785,655,-367
5917,-899,492,289
5918,101,-616,337
5919,-76,64,178
5920,359,511,242
5921,935,206,-813
5922,332,418,572
5923,161,-146,431
5924,970,-452,508
5925,35,343,710
5926,17,-391,-361
5927,-72,-106,-185
5928,-408,-689,295
5929,174,-643,608
5930,-993,-616,-528
5931,-657,50,378
5932,-417,-326,-744
5933,330,846,-194
5934,-983,738,-826
5935,988,419,-536
5936,-684,-858,-455
5937,764,90,195
5938,-92,-480,-376
5939,-281,-82,-214
5940,-94,472,-267
5941,133,-110,642
5942,-412,-259,-760
5943,206,-625,533
5944,-624,-21,509
5945,568,256,838
5946,217,-897,339
5947,715,-560,83
5948,610,890,-435
5949,616,-911,235
5950,658,-714,969
5951,920,689,618
5952,-394,-197,-38
5953,203,-709,602
5954,387,-170,-249
5955,-864,581,727
5956,-7,-358,-430
5957,-78,24,-205
5958,472,747,-858
5959,232,-528,978
5960,-166,807,920
5961,489,-323,-487
5962,-555,-2,881
5963,-175,-428,-313
5964,-576,939,-154
5965,600,517,765
5966,313,935,-695
5967,420,-776,-109
5968,766,13,8
5969,512,460,-656
5970,132,906,-369
5971,437,762,8
5972,230,636,-102
5973,915,319,-47
5974,785,-394,284
5975,863,330,175
5976,-453,-18,591
5977,408,612,-760
5978,-345,199,-720
5979,431,831,788
5980,-84,364,116
5981,-665,644,-336
5982,272,788,-979
5983,202,-573,148
5984,135,-847,-408
5985,-852,800,-8
5986,261,-913,-282
5987,-258,-820,349
5988,314,-671,637
5989,-388,-529,899
5990,191,-55,-977
5991,283,-242,706
5992,-576,-362,-968
5993,-279,505,-997
5994,720,-516,21
5995,-497,-598,-419
5996,846,181,-576
5997,793,-696,-171
5998,934,47,850
5999,-342,355,-727
6000,-200,-451,239
6001,146,908,912
6002,30,551,168
6003,968,822,-958
6004,-663,-307,346
6005,195,304,731
6006,831,805,-202
6007,314,-247,340
6008,-482,532,296
6009,-747,-832,127
6010,-405,925,690
6011,-158,16,-57
6012,532,465,123
6013,652,435,-399
6014,-889,503,-493
6015,-577,-462,-404
6016,-673,955,-415
6017,-933,383,-570
6018,972,-292,-67
6019,423,663,-538
6020,-75,-796,-42
6021,843,-242,-989
6022,-635,-435,-44
6023,597,289,-859
6024,-559,-112,-557
6025,102,65,718
6026,-723,-921,240
6027,392,101,-583
6028,854,79,-839
6029,914,-591,-420
6030,319,241,315
6031,270,-496,44
6032,-576,702,-937
6033,895,261,-479
6034,462,-541,-569
6035,-325,-536,986
6036,999,-884,641
6037,886,243,190
6038,448,635,-645
6039,-857,465,500
6040,-678,-519,-258
6041,-595,256,-31
6042,-201,769,906
6043,-139,858,327
6044,-917,272,853
6045,299,-744,134
6046,690,351,362
6047,-807,785,-179
6048,-581,-767,123
6049,184,-72,-255
6050,-631,-703,197
6051,984,-613,215
6052,-388,-445,-922
6053,252,-945,-327
6054,729,837,-451
6055,-378,302,723
6056,848,-408,-823
6057,-554,830,-396
6058,956,889,119
6059,-628,947,76
6060,945,-36,237
6061,71,-360,268
6062,564,88,470
6063,495,897,186
6064,987,-204,153
6065,887,624,133
6066,139,-908,-390
6067,-797,-214,-828
6068,78,281,666
6069,48,-448,-591
6070,19,-440,-726
6071,901,-545,-799
6072,828,-553,-586
6073,-756,431,-292
6074,-119,-516,104
6075,-599,64,284
6076,-750,433,366
6077,-455,648,219
6078,728,-669,554
6079,37,-809,-119
6080,-125,949,-509
6081,174,-871,-249
6082,-289,-102,591
6083,-777,673,876
6084,527,213,-729
6085,-708,-630,-187
6086,-44,-721,325
6087,-4,-655,-652
6088,-841,745,370
6089,154,-53,-527
6090,533,-375,-970
6091,-561,-764,818
6092,599,-428,49
6093,-162,153,15
6094,-100,712,351
6095,549,230,-530
6096,-306,-344,314
6097,-547,-54,967
6098,63,-252,-180
6099,-64,-805,547
6100,442,658,702
6101,234,-588,-609
6102,-621,863,759
6103,830,965,-745
6104,-589,233,-578
6105,223,-211,551
6106,242,-45,-529
6107,614,-93,383
6108,-980,-737,-624
6109,736,-378,780
6110,342,813,-377
6111,-151,-227,526
6112,-899,276,55
6113,-413,-43,2
6114,-761,-764,870
6115,784,570,-966
6116,-343,-776,-236
6117,-671,256,412
6118,-879,445,557
6119,-451,869,887
6120,424,797,655
6121,-930,724,276
6122,63,-102,638
6123,-539,735,757
6124,-944,-371,77
6125,228,-417,-675
6126,643,814,-420
6127,969,-286,365
6128,623,-693,-978
6129,-643,305,-877
6130,273,-345,-603
6131,562,-22,-11
6132,566,606,459
6133,-59,-328,802
6134,-493,-162,-472
6135,780,226,358
6136,146,-565,-717
6137,349,903,-951
6138,-811,727,153
6139,-917,-763,-429
6140,-277,285,-435
6141,-165,-864,832
6142,-206,-211,600
6143,-802,845,317
6144,-305,167,198
6145,705,125,-238
6146,-548,640,907
6147,-337,-348,-763
6148,606,-871,-270
6149,-365,-909,776
6150,-442,629,74
6151,785,-206,829
6152,302,-547,-843
6153,-325,912,58
6154,933,441,523
6155,848,569,438
6156,-680,228,-347
6157,-522,102,-736
6158,-591,-671,-440
6159,265,-700,-828
6160,329,638,346
6161,-188,-738,625
6162,-758,-787,741
6163,-699,836,725
6164,219,-959,-716
6165,-806,-391,26
6166,-759,-975,527
6167,-693,523,-906
6168,576,-495,-220
6169,-588,182,-704
6170,154,-740,843
6171,635,754,817
6172,-600,431,231
6173,720,747,-650
6174,-548,68,837
6175,38,-838,-99
6176,316,671,61
6177,863,644,-48
6178,932,-28,476
6179,-478,-402,-84
6180,-841,658,29
6181,-72,-533,728
6182,-807,26,258
6183,-428,-917,-285
6184,321,-429,311
6185,-563,-416,314
6186,-668,524,-290
6187,694,115,625
6188,-159,114,-88
6189,505,445,668
6190,70,184,946
6191,-969,310,-774
6192,-743,795,-206
6193,-502,291,-833
6194,-259,710,-996
6195,966,-805,799
6196,36,-954,343
6197,954,140,897
6198,943,-281,959
6199,861,161,424
6200,-176,-202,163
6201,5,-229,175
6202,510,-401,-385
6203,484,-785,766
6204,372,247,331
6205,-267,-352,-103
6206,-262,-936,791
6207,633,162,41
6208,347,-922,-342
6209,-363,-685,879
6210,403,108,556
6211,-645,281,818
6212,-313,846,-505
6213,812,-401,177
6214,-160,912,-433
6215,57,-461,540
6216,-235,285,659
6217,-813,-399,465
6218,535,-507,-542
6219,887,978,-341
6220,522,-533,396
6221,-85,572,382
6222,-279,-307,-309
6223,8,-144,-705
6224,-947,-511,-682
6225,-63,-167,2
6226,382,-497,433
6227,-942,-875,620
6228,-650,494,-436
6229,629,-227,-283
6230,93,-507,972
6231,130,-703,909
6232,773,583,616
6233,-258,231,-289
6234,779,368,537
6235,-127,-638,-580
6236,-272,-802,449
6237,-924,-890,297
6238,676,293,-968
6239,5,401,-851
6240,-769,-58,109
6241,527,605,-71
6242,13,-894,-713
6243,-493,524,-675
6244,-832,-808,-925
6245,-44,141,888
6246,-815,-185,302
6247,620,690,842
6248,-468,-870,-571
6249,-925,-825,-464
6250,-554,821,-970
6251,-521,-697,-626
6252,-310,-408,132
6253,-238,-905,285
6254,-608,74,840
6255,-774,-279,176
6256,629,69,194
6257,-47,119,-138
6258,148,-3,-638
6259,786,-34,240
6260,460,-265,984
6261,65,309,774
6262,-940,401,833
6263,-81,848,685
6264,-159,-625,474
6265,745,445,-108
6266,-88,695,-400
6267,165,741,-619
6268,-681,-928,600
6269,367,-124,644
6270,631,910,683
6271,88,838,-14
6272,620,-41,857
6273,84,503,-223
6274,-493,-719,-400
6275,-519,-798,996
6276,-61,68,790
6277,388,260,799
6278,77,-241,499
6279,-444,202,174
6280,536,623,464
6281,-822,-364,-546
6282,-14,201,721
6283,193,176,-244
6284,-348,-682,-864
6285,491,333,177
6286,-881,334,565
6287,-855,40,-525
6288,733,-658,665
6289,708,-293,-964
6290,-756,949,-549
6291,-841,-521,933
6292,-623,-612,803
6293,-92,-617,-373
6294,297,-700,-630
6295,-854,377,-660
6296,763,983,350
6297,-205,826,-537
6298,-686,693,-450
6299,-922,-691,11
6300,-400,699,-745
6301,-613,568,-829
6302,156,-590,-331
6303,-687,163,-886
6304,-97,192,-45
6305,6,873,-335
6306,-472,245,-112
6307,-1,43,-56
6308,305,-409,224
6309,-346,-212,216
6310,767,778,42
6311,132,915,-706
6312,-78,-889,184
6313,-550,190,-902
6314,-808,-683,351
6315,841,928,459
6316,-215,514,745
6317,-738,393,230
6318,-2,773,77
6319,-549,-940,296
6320,295,363,-586
6321,497,-141,-381
6322,218,610,-785
6323,-427,26,-58
6324,-754,-625,108
6325,469,-126,-399
6326,860,454,546
6327,240,909,-247
6328,-517,153,76
6329,-295,632,-505
6330,-936,-810,516
6331,143,820,20
6332,-935,443,820
6333,34,899,-945
6334,-356,763,508
6335,31,-139,529
6336,-761,-844,-683
6337,55,-960,599
6338,-904,-829,-500
6339,215,971,893
6340,-849,-262,467
6341,294,479,139
6342,-350,-546,360
6343,217,-804,-118
6344,-74,-204,-159
6345,491,-10,813
6346,-885,322,169
6347,-711,703,-864
6348,66,336,905
6349,-361,6,218
6350,729,809,-455
6351,-172,767,-47
6352,443,-181,-209
6353,997,766,940
6354,-65,807,-907
6355,861,-158,-382
